Seed,Name,Perfection,Shield Strength,Health,LS Tanks,SP Power,Drain,Sprint
35572,Writhing Turbine,0.09,19%,,,,,
35573,Relinquished Capacitor,0.444,,,98%,66%,,
35574,Polymorphous Harmoniser,0.036,,,,,,17%
35575,Non-compliant Harmoniser,0.288,33%,33%,,15%,,
35576,Forsaken Generator,0.013,,,,,7%,
35577,Anomalous Shield Tanks,0,,,5%,,,
35578,Anointed Battery,0.069,,,11%,8%,8%,12%
35579,Forsaken Exhaust,0.25,,33%,,,,
35580,Forsaken Stabiliser,0.373,,,98%,41%,,
35581,Doomed Energy Field,0.248,,,108%,,,
35582,Extinguished Dampener,0.003,,,,2%,,
35583,Impossible Diffuser,0,,,,,6%,
35584,Haunted Loom,0.03,13%,,,,,
35585,Polymorphous Harmoniser,0.075,,,36%,,,
35586,Crimson Exhaust,0,,,,,6%,
35587,Relinquished Heat Sink,0.182,,,,30%,11%,
35588,Writhing Bulwark,0.135,,,,41%,,
35589,Released Battery,0.25,,33%,,,,
35590,Anomalous Generator,0.132,,33%,17%,13%,,15%
35591,Impossible Stasis Tank,0.14,,,50%,6%,,
35592,Impossible Diffuser,0.007,,,8%,,,
35593,Doomed Dampener,0,,,5%,,,
35594,Doomed Stasis Tank,0.105,,,,,14%,
35595,Haunted Bulwark,0.23,33%,,,,,
35596,Polymorphous Filter,0.058,,,29%,,,
35597,Cursed Harmoniser,0.082,,,,4%,18%,
35598,Doomed Dynamo,0.026,,,,,8%,
35599,Non-compliant Heat Sink,0.25,,33%,,,,
35600,Anomalous Diffuser,0.423,31%,33%,,,,
35601,Anomalous Diffuser,0.097,,,,,,29%
35602,Crimson Regulator,0.461,33%,33%,,,,
35603,Polymorphous Exhaust,0.24,34%,,,,,
35604,Polymorphous Filter,0.25,,33%,,,,
35605,Impossible Diffuser,0.108,,,50%,,,
35606,Watery Stasis Tank,0.013,,,,,7%,
35607,Doomed Load Balancer,0.184,,,,,20%,
35608,Cursed Dynamo,0.155,,33%,21%,21%,,
35609,Aeronic Regulator,0.07,,33%,,7%,7%,12%
35610,Impossible Energy Field,0.209,,,,,,51%
35611,Cursed Turbine,0.101,,,,31%,,
35612,Impossible Regulator,0.21,31%,,,,,
35613,Cursed Battery,0.224,,,98%,,,
35614,Cursed Shield Tanks,0.18,28%,,,,,
35615,Impossible Heat Sink,0.264,,,,2%,6%,59%
35616,Crimson Harmoniser,0.07,,,34%,,,
35617,Polymorphous Stasis Tank,0.132,,,,,16%,
35618,Nanite-Marked Heat Sink,0.066,,,,,,23%
35619,Crimson Energy Field,0.125,15%,,,,12%,
35620,Glassy Harvester,0.02,,33%,,,,11%
35621,Watery Filter,0.25,,33%,,,,
35622,Non-compliant Turbine,0.066,,,,,11%,
35623,Released Harmoniser,0.141,23%,33%,,,,10%
35624,Watery Regulator,0.209,33%,,19%,8%,8%,
35625,Writhing Stasis Tank,0.212,,,12%,31%,24%,
35626,Polymorphous Capacitor,0.02,,,,,,14%
35627,Released Dynamo,0.034,,,,11%,,
35628,Impossible Stabiliser,0,,,,,6%,
35629,Salvaged Shield Tanks,0.23,,,,69%,,
35630,Cursed Regulator,0.237,,,,,24%,
35631,Forsaken Battery,0.053,,,,,10%,
35632,Haunted Dynamo,0.25,,33%,,,,
35633,Doomed Energy Field,0.25,,33%,,,,
35634,Impossible Heat Sink,0.292,34%,,,,,29%
35635,Rescued Filter,0.101,,33%,11%,10%,,17%
35636,Writhing Energy Field,0.301,,,39%,74%,,
35637,Cursed Exhaust,0.25,,33%,,,,
35638,Aeronic Regulator,0.012,,,10%,,,
35639,Anomalous Harvester,0.415,,33%,98%,2%,,10%
35640,Haunted Regulator,0.056,,,,,,21%
35641,Cursed Energy Field,0.299,,33%,16%,,,59%
35642,Extinguished Bulwark,0.034,,33%,7%,6%,,
35643,Polymorphous Battery,0.25,,,,,25%,
35644,Aeronic Dampener,0.154,,,,,8%,29%
35645,Non-compliant Dampener,0.171,,,,,19%,
35646,Anomalous Battery,0.269,23%,33%,,,,
35647,Salvaged Energy Field,0.409,,33%,,35%,22%,
35648,Released Harvester,0.189,,,,,,47%
35649,Released Generator,0.066,,,,,11%,
35650,Glassy Bulwark,0.429,34%,33%,54%,,,
35651,Released Harmoniser,0.165,31%,33%,7%,,,15%
35652,Writhing Turbine,0.282,,,45%,,,56%
35653,Glassy Exhaust,0.132,,,,40%,,
35654,Doomed Heat Sink,0.104,,,30%,13%,,
35655,Aeronic Dampener,0.087,,,16%,21%,,
35656,Doomed Loom,0.017,,,12%,,,
35657,Forsaken Generator,0.17,27%,,,,,
35658,Polymorphous Stabiliser,0.17,27%,,,,,
35659,Haunted Loom,0.25,,33%,,,,
35660,Writhing Loom,0.25,,33%,,,,
35661,Relinquished Harmoniser,0.1,20%,,,,,
35662,Anomalous Dampener,0.04,14%,,,,,
35663,Forsaken Harmoniser,0.037,,,,12%,,
35664,Extinguished Regulator,0.078,,,,24%,,
35665,Haunted Stasis Tank,0.05,15%,,,,,
35666,Non-compliant Shield Tanks,0.102,,,,,,30%
35667,Impossible Dampener,0.161,,,72%,,,
35668,Anointed Regulator,0.166,10%,,48%,,,
35669,Released Capacitor,0.409,31%,,,,21%,
35670,Relinquished Load Balancer,0.124,21%,,,,6%,
35671,Nanite-Marked Dynamo,0.48,14%,33%,,35%,24%,
35672,Anointed Energy Field,0.25,,33%,,,,
35673,Watery Generator,0.124,32%,,5%,,,17%
35674,Relinquished Dampener,0.129,34%,,,2%,,
35675,Watery Capacitor,0.138,,33%,33%,,,
35676,Nanite-Marked Load Balancer,0.2,30%,,,,,
35677,Nanite-Marked Heat Sink,0.168,,,,29%,8%,12%
35678,Non-compliant Filter,0.072,,,35%,,,
35679,Relinquished Load Balancer,0.031,,,,,,16%
35680,Released Generator,0.002,,,6%,,,
35681,Released Exhaust,0.01,11%,,,,,
35682,Relinquished Bulwark,0.25,,33%,,,,
35683,Haunted Exhaust,0,,,,,6%,
35684,Anointed Diffuser,0.079,,,,,12%,
35685,Relinquished Loom,0.25,,33%,,,,
35686,Doomed Regulator,0.33,21%,,,,24%,
35687,Relinquished Regulator,0.036,,,,,,17%
35688,Doomed Diffuser,0.25,,33%,,,,
35689,Cursed Loom,0.306,,,95%,,,14%
35690,Relinquished Diffuser,0.034,,,,11%,,
35691,Crimson Heat Sink,0.027,,33%,,4%,,
35692,Relinquished Heat Sink,0.092,,33%,15%,,6%,15%
35693,Forsaken Capacitor,0.192,19%,33%,,,,
35694,Watery Battery,0.096,,33%,18%,5%,7%,
35695,Nanite-Marked Regulator,0.112,,,,,,32%
35696,Cursed Diffuser,0.24,34%,,,,,
35697,Writhing Heat Sink,0.005,,,,,,11%
35698,Released Stabiliser,0.076,,33%,6%,12%,8%,
35699,Salvaged Energy Field,0.077,,,,,,25%
35700,Cursed Regulator,0.165,34%,33%,6%,,,13%
35701,Anomalous Turbine,0.012,,,10%,,,
35702,Non-compliant Energy Field,0.251,,,,,21%,29%
35703,Impossible Battery,0.155,33%,,6%,,8%,14%
35704,Glassy Exhaust,0.005,,,,,,11%
35705,Writhing Filter,0.25,,33%,,,,
35706,Anointed Stabiliser,0.097,,,,,,29%
35707,Anomalous Loom,0.158,23%,,,,7%,
35708,Relinquished Capacitor,0.005,,,,,,11%
35709,Rescued Load Balancer,0.12,22%,,,,,
35710,Non-compliant Generator,0.458,28%,,81%,31%,,
35711,Impossible Regulator,0.03,,,,10%,,
35712,Rescued Harmoniser,0.005,,,7%,,,
35713,Released Load Balancer,0.199,,,,60%,,
35714,Writhing Dynamo,0.077,,,,,,25%
35715,Glassy Bulwark,0.075,,33%,10%,10%,,12%
35716,Writhing Stasis Tank,0.302,34%,,,,18%,11%
35717,Extinguished Battery,0.25,,33%,,,,
35718,Rescued Loom,0.24,34%,,,,,
35719,Aeronic Battery,0.195,,,,42%,,17%
35720,Salvaged Capacitor,0.309,18%,33%,,,,32%
35721,Anomalous Harmoniser,0.046,11%,33%,11%,,,
35722,Doomed Load Balancer,0.359,,,,,13%,52%
35723,Salvaged Dampener,0.066,,,,,,23%
35724,Extinguished Turbine,0.25,,33%,,,,
35725,Cursed Harmoniser,0.279,33%,33%,,,8%,10%
35726,Impossible Shield Tanks,0.026,,,16%,,,
35727,Crimson Diffuser,0.25,,33%,,,,
35728,Released Loom,0.62,20%,33%,,73%,,
35729,Rescued Regulator,0.017,,,12%,,,
35730,Watery Bulwark,0.221,,,97%,,,
35731,Polymorphous Diffuser,0.224,32%,33%,,7%,,14%
35732,Salvaged Filter,0.25,,33%,,,,
35733,Watery Battery,0.227,,,55%,32%,,
35734,Relinquished Loom,0.005,,,,,,11%
35735,Released Loom,0.112,,33%,24%,,,13%
35736,Cursed Dynamo,0.02,12%,,,,,
35737,Non-compliant Battery,0.13,,,59%,,,
35738,Polymorphous Stabiliser,0.25,,33%,,,,
35739,Anomalous Heat Sink,0.24,,,,,,57%
35740,Crimson Dynamo,0.228,34%,33%,7%,20%,,
35741,Relinquished Generator,0.085,,,10%,11%,8%,14%
35742,Salvaged Capacitor,0.257,32%,33%,,,6%,11%
35743,Aeronic Bulwark,0.24,34%,,,,,
35744,Forsaken Load Balancer,0.353,32%,33%,,,10%,16%
35745,Non-compliant Exhaust,0.055,,,28%,,,
35746,Doomed Stabiliser,0.487,,33%,,73%,,
35747,Extinguished Dampener,0.077,,,,,,25%
35748,Released Diffuser,0.25,,33%,,,,
35749,Salvaged Harmoniser,0.147,,,66%,,,
35750,Aeronic Generator,0.24,34%,,,,,
35751,Glassy Heat Sink,0.054,,,,17%,,
35752,Anomalous Stabiliser,0.343,,,,19%,8%,55%
35753,Impossible Shield Tanks,0.25,,33%,,,,
35754,Salvaged Bulwark,0.005,,33%,5%,,,
35755,Salvaged Harmoniser,0.25,,33%,,,,
35756,Extinguished Diffuser,0.013,,,,,7%,
35757,Glassy Stabiliser,0.044,,,,14%,,
35758,Aeronic Stasis Tank,0.038,,,21%,,,
35759,Extinguished Energy Field,0.35,,33%,,,19%,
35760,Aeronic Load Balancer,0.115,,,,35%,,
35761,Rescued Turbine,0.05,15%,,,,,
35762,Cursed Exhaust,0.653,34%,33%,,,25%,27%
35763,Glassy Energy Field,0.24,34%,,,,,
35764,Glassy Energy Field,0.031,,,,,,16%
35765,Polymorphous Stabiliser,0.194,34%,33%,10%,10%,,
35766,Haunted Stasis Tank,0.245,,,,,,58%
35767,Rescued Battery,0.034,,,19%,,,
35768,Extinguished Dampener,0.446,32%,,98%,,,
35769,Extinguished Shield Tanks,0.065,,,32%,,,
35770,Rescued Battery,0.26,32%,,,,7%,
35771,Forsaken Bulwark,0,,,,,,10%
35772,Anomalous Dampener,0.25,,33%,,,,
35773,Relinquished Regulator,0.224,,,,,23%,
35774,Haunted Battery,0.141,34%,,10%,5%,,12%
35775,Cursed Turbine,0.435,,,106%,31%,,11%
35776,Cursed Filter,0.088,,33%,11%,10%,,14%
35777,Aeronic Stasis Tank,0.184,,,,,,46%
35778,Watery Capacitor,0,,,5%,,,
35779,Impossible Generator,0.03,13%,,,,,
35780,Rescued Bulwark,0.25,,33%,,,,
35781,Crimson Battery,0.12,22%,,,,,
35782,Impossible Exhaust,0.442,32%,33%,,,,
35783,Rescued Turbine,0.19,,33%,,,,28%
35784,Aeronic Diffuser,0.142,,,,9%,24%,
35785,Polymorphous Capacitor,0.25,,33%,,,,
35786,Relinquished Exhaust,0.25,,33%,,,,
35787,Salvaged Dynamo,0.061,,,,19%,,
35788,Watery Harmoniser,0.115,,,53%,,,
35789,Polymorphous Shield Tanks,0.194,,,,,,48%
35790,Relinquished Stabiliser,0.238,,,69%,,,19%
35791,Nanite-Marked Loom,0.216,,,95%,,,
35792,Anointed Diffuser,0.325,,33%,,,18%,
35793,Salvaged Energy Field,0.263,10%,,,13%,,50%
35794,Nanite-Marked Bulwark,0.365,31%,,,,,43%
35795,Anomalous Filter,0.18,,,42%,,,28%
35796,Non-compliant Heat Sink,0.058,,,29%,,,
35797,Released Harmoniser,0.149,19%,,15%,,16%,
35798,Salvaged Battery,0.045,13%,,,,7%,
35799,Glassy Bulwark,0.005,,,,,,11%
35800,Non-compliant Dampener,0.049,,33%,,,7%,
35801,Writhing Dynamo,0.126,,33%,19%,9%,8%,
35802,Nanite-Marked Shield Tanks,0.11,26%,,17%,,,
35803,Cursed Turbine,0.173,,,,,,44%
35804,Forsaken Stabiliser,0.017,,,,6%,,
35805,Aeronic Filter,0.007,,,6%,,,11%
35806,Relinquished Turbine,0.226,,,99%,,,
35807,Anomalous Turbine,0.11,21%,,,,,
35808,Polymorphous Harvester,0.146,20%,,,,11%,13%
35809,Watery Filter,0.073,,33%,5%,,,24%
35810,Watery Harvester,0,,,,,6%,
35811,Doomed Regulator,0.387,27%,,,,23%,
35812,Forsaken Harmoniser,0.173,,,77%,,,
35813,Glassy Capacitor,0.011,,,8%,2%,,
35814,Doomed Load Balancer,0.342,33%,33%,,,,20%
35815,Writhing Harmoniser,0.077,,,,,,25%
35816,Impossible Stasis Tank,0.24,34%,,,,,
35817,Anomalous Dynamo,0.11,,33%,20%,4%,,16%
35818,Haunted Harmoniser,0.25,,33%,,,,
35819,Anomalous Capacitor,0.163,,33%,,,10%,20%
35820,Polymorphous Stasis Tank,0.25,,33%,,,,
35821,Aeronic Regulator,0,,,5%,,,
35822,Forsaken Battery,0.079,,33%,12%,7%,,14%
35823,Released Generator,0.169,34%,,,10%,,
35824,Released Battery,0.163,,33%,42%,2%,,
35825,Glassy Bulwark,0.039,,,,,9%,
35826,Non-compliant Harvester,0.03,13%,,,,,
35827,Anointed Dynamo,0.179,32%,33%,14%,5%,,
35828,Haunted Exhaust,0.179,,,,,,45%
35829,Non-compliant Harmoniser,0.646,34%,,,72%,13%,
35830,Crimson Shield Tanks,0.106,,,8%,,16%,21%
35831,Crimson Dynamo,0.25,,33%,,,,
35832,Relinquished Generator,0.25,,33%,,,,
35833,Released Filter,0,,,,,6%,
35834,Watery Capacitor,0.299,33%,33%,,,7%,13%
35835,Nanite-Marked Battery,0.051,,,,,,20%
35836,Released Dampener,0,,,,,6%,
35837,Polymorphous Load Balancer,0.041,,,,13%,,
35838,Cursed Diffuser,0.033,,,,2%,11%,
35839,Rescued Exhaust,0.25,,33%,,,,
35840,Watery Heat Sink,0.002,,,6%,,,
35841,Glassy Diffuser,0.218,33%,33%,,4%,,15%
35842,Impossible Diffuser,0.041,,,,,,18%
35843,Aeronic Shield Tanks,0.01,,,,,,12%
35844,Rescued Filter,0.115,,,,35%,,
35845,Watery Energy Field,0.058,,,29%,,,
35846,Nanite-Marked Bulwark,0.115,,,15%,,,35%
35847,Cursed Bulwark,0.165,34%,,23%,,,
35848,Non-compliant Generator,0.24,34%,,,,,
35849,Forsaken Battery,0.406,34%,33%,50%,,,
35850,Anomalous Diffuser,0.034,,,19%,,,
35851,Anointed Bulwark,0.117,,,,,,33%
35852,Crimson Filter,0,10%,,,,,
35853,Nanite-Marked Shield Tanks,0,,,,,6%,10%
35854,Haunted Stabiliser,0.235,,,,43%,8%,
35855,Extinguished Dampener,0.25,,33%,,,,
35856,Anomalous Diffuser,0,,,,,6%,
35857,Crimson Turbine,0.118,,,,36%,,
35858,Impossible Shield Tanks,0.091,33%,,5%,,,
35859,Extinguished Exhaust,0.207,,,11%,36%,19%,
35860,Salvaged Dynamo,0,,,,,6%,
35861,Glassy Harmoniser,0.158,,,,,18%,
35862,Impossible Battery,0.24,34%,,,,,
35863,Salvaged Generator,0.067,23%,,9%,,,
35864,Glassy Dynamo,0.25,,33%,,,,
35865,Released Loom,0.07,17%,,,,,
35866,Released Capacitor,0.6,30%,,102%,,8%,
35867,Anomalous Bulwark,0.132,,,,40%,,
35868,Anointed Stabiliser,0.024,,,,8%,,
35869,Writhing Dynamo,0.352,34%,33%,,,8%,16%
35870,Salvaged Shield Tanks,0.117,,,,,,33%
35871,Impossible Diffuser,0.25,,33%,,,,
35872,Haunted Load Balancer,0.097,,,,,,29%
35873,Salvaged Load Balancer,0.026,,,,,8%,
35874,Haunted Generator,0.199,,,24%,14%,,38%
35875,Nanite-Marked Turbine,0.25,,33%,,,,
35876,Cursed Generator,0.296,,,,70%,,14%
35877,Nanite-Marked Battery,0.189,,,,,,47%
35878,Aeronic Regulator,0.21,31%,,,,,
35879,Released Harmoniser,0.032,,,,6%,7%,
35880,Extinguished Stasis Tank,0.333,,,38%,69%,,10%
35881,Nanite-Marked Harmoniser,0.218,34%,33%,15%,10%,,
35882,Anointed Dynamo,0.092,,,,,13%,
35883,Glassy Turbine,0.25,,33%,,,,
35884,Crimson Harvester,0.191,34%,,17%,7%,6%,
35885,Rescued Capacitor,0.014,,,,5%,,
35886,Aeronic Generator,0.17,27%,,,,,
35887,Nanite-Marked Harmoniser,0.295,14%,,32%,50%,,
35888,Anointed Exhaust,0.25,,33%,,,,
35889,Extinguished Filter,0.17,32%,,13%,,8%,11%
35890,Aeronic Heat Sink,0.222,,,,,21%,25%
35891,Non-compliant Diffuser,0.283,,33%,38%,,,34%
35892,Nanite-Marked Harvester,0.25,,33%,,,,
35893,Nanite-Marked Turbine,0.179,33%,33%,11%,7%,,
35894,Impossible Bulwark,0.24,34%,,,,,
35895,Relinquished Loom,0.617,,33%,78%,,13%,36%
35896,Aeronic Diffuser,0.209,,,,,,51%
35897,Forsaken Load Balancer,0.003,,,,2%,,
35898,Non-compliant Shield Tanks,0.25,,33%,,,,
35899,Cursed Regulator,0.189,,,,,,47%
35900,Released Stasis Tank,0.653,32%,33%,,65%,,
35901,Haunted Generator,0,,,,,,10%
35902,Impossible Energy Field,0.24,34%,,,,,
35903,Aeronic Bulwark,0.105,,33%,,13%,8%,10%
35904,Doomed Dynamo,0.485,,33%,98%,16%,,12%
35905,Polymorphous Generator,0.25,,33%,,,,
35906,Writhing Harvester,0.081,,,,25%,,
35907,Cursed Energy Field,0.172,17%,,30%,,8%,
35908,Relinquished Energy Field,0.449,31%,,,46%,12%,13%
35909,Extinguished Generator,0.22,32%,,,,,
35910,Nanite-Marked Generator,0.105,,,,,14%,
35911,Non-compliant Energy Field,0.131,,,,2%,,41%
35912,Salvaged Filter,0.16,26%,,,,,
35913,Anomalous Stasis Tank,0.003,,,,2%,,
35914,Anointed Harvester,0.161,,,,24%,13%,
35915,Forsaken Diffuser,0.148,28%,,,12%,,
35916,Crimson Harvester,0.25,,33%,,,,
35917,Extinguished Stabiliser,0.145,,33%,25%,,9%,
35918,Anomalous Dynamo,0.37,,33%,,,16%,33%
35919,Writhing Heat Sink,0.005,,,7%,,,
35920,Haunted Capacitor,0.147,,,33%,,,27%
35921,Rescued Generator,0.467,,33%,102%,,,
35922,Doomed Generator,0.08,,33%,16%,5%,6%,
35923,Forsaken Load Balancer,0.016,,33%,,2%,6%,
35924,Polymorphous Dynamo,0.035,,33%,6%,,7%,13%
35925,Forsaken Exhaust,0.16,33%,,8%,9%,7%,
35926,Cursed Exhaust,0.2,30%,,,,,
35927,Relinquished Stasis Tank,0.003,,,,2%,,
35928,Anomalous Bulwark,0.034,,,,11%,,
35929,Haunted Bulwark,0.085,,,20%,,,21%
35930,Cursed Harvester,0.15,25%,,,,,
35931,Writhing Filter,0.003,,,,2%,,
35932,Doomed Stasis Tank,0.25,,33%,,,,
35933,Extinguished Energy Field,0,,,,,6%,
35934,Cursed Harmoniser,0.005,,,7%,,,
35935,Haunted Battery,0.158,,,,,,41%
35936,Haunted Generator,0.243,,,,73%,,
35937,Writhing Dampener,0.255,30%,,,5%,,36%
35938,Forsaken Stasis Tank,0.163,24%,,33%,,,
35939,Doomed Shield Tanks,0.044,,,,14%,,
35940,Nanite-Marked Turbine,0.423,31%,33%,,,,
35941,Writhing Energy Field,0.03,,33%,,,,12%
35942,Glassy Dampener,0.095,,,,29%,,
35943,Rescued Battery,0.237,,33%,8%,41%,9%,
35944,Doomed Turbine,0.137,,,62%,,,
35945,Nanite-Marked Stasis Tank,0.25,,33%,,,,
35946,Polymorphous Filter,0.02,,,,,,14%
35947,Watery Heat Sink,0.44,33%,,13%,,13%,58%
35948,Glassy Dynamo,0.027,,,,9%,,
35949,Forsaken Stasis Tank,0.089,,,26%,,7%,
35950,Rescued Dynamo,0.144,,,65%,,,
35951,Non-compliant Shield Tanks,0.07,17%,,,,,
35952,Forsaken Dynamo,0.194,33%,,,6%,8%,12%
35953,Watery Load Balancer,0,,,,,6%,
35954,Aeronic Dynamo,0.026,,,,,,15%
35955,Aeronic Dynamo,0.44,34%,,47%,,24%,12%
35956,Rescued Energy Field,0.048,,33%,14%,,,
35957,Relinquished Energy Field,0.098,,,,30%,,
35958,Crimson Exhaust,0.25,,33%,,,,
35959,Doomed Dynamo,0.44,,33%,48%,62%,,
35960,Extinguished Harmoniser,0.12,22%,,,,,
35961,Haunted Exhaust,0.057,,33%,10%,7%,,11%
35962,Polymorphous Harmoniser,0.325,,33%,,,18%,
35963,Crimson Regulator,0.13,23%,,,,,
35964,Rescued Shield Tanks,0.24,34%,,,,,
35965,Anomalous Bulwark,0.221,,,97%,,,
35966,Forsaken Filter,0.296,,,51%,8%,11%,25%
35967,Relinquished Filter,0.093,,,36%,3%,,
35968,Anointed Turbine,0.049,,,10%,4%,8%,12%
35969,Nanite-Marked Capacitor,0.002,,,6%,,,
35970,Polymorphous Diffuser,0.34,,33%,56%,,12%,11%
35971,Watery Battery,0,,,,,6%,
35972,Anomalous Regulator,0.198,33%,33%,13%,,,13%
35973,Salvaged Exhaust,0.235,,,,,,56%
35974,Doomed Generator,0.16,32%,,7%,11%,7%,
35975,Writhing Dampener,0.178,34%,,,,,12%
35976,Extinguished Bulwark,0.112,,,,,,32%
35977,Extinguished Heat Sink,0.235,,,,,,56%
35978,Relinquished Harmoniser,0.026,,,16%,,,
35979,Non-compliant Dynamo,0.061,,33%,9%,,11%,
35980,Non-compliant Regulator,0.04,,33%,,,,13%
35981,Writhing Bulwark,0.21,26%,,,,,25%
35982,Released Exhaust,0.083,,33%,,10%,6%,12%
35983,Glassy Heat Sink,0,,,,,6%,
35984,Writhing Exhaust,0.63,33%,33%,,61%,,
35985,Doomed Load Balancer,0.101,,33%,19%,3%,,16%
35986,Rescued Generator,0.229,28%,,23%,,,28%
35987,Glassy Stasis Tank,0.043,,,,9%,6%,
35988,Doomed Bulwark,0.273,31%,,,4%,19%,18%
35989,Glassy Harvester,0.33,19%,33%,,,,33%
35990,Released Battery,0.141,,,,,17%,18%
35991,Rescued Filter,0.572,,33%,,,9%,59%
35992,Extinguished Generator,0.066,,,,,11%,
35993,Glassy Bulwark,0.148,34%,33%,6%,,,10%
35994,Relinquished Heat Sink,0.125,31%,,7%,5%,,14%
35995,Haunted Heat Sink,0.036,,,,,,17%
35996,Anomalous Load Balancer,0.215,29%,,,,6%,
35997,Relinquished Turbine,0.06,16%,,,,,
35998,Non-compliant Regulator,0.422,34%,,78%,,,13%
35999,Doomed Dynamo,0,,,,,,10%
36000,Watery Bulwark,0.069,,,22%,,6%,
36001,Polymorphous Battery,0.313,33%,33%,,12%,8%,
36002,Cursed Battery,0.096,22%,,,,,12%
36003,Writhing Battery,0.294,19%,,,22%,22%,
36004,Doomed Bulwark,0,,,,,,10%
36005,Crimson Filter,0.386,34%,,51%,,12%,
36006,Polymorphous Battery,0.118,,33%,,12%,7%,14%
36007,Doomed Dampener,0.057,15%,,5%,,12%,
36008,Non-compliant Energy Field,0.235,,,,,15%,33%
36009,Relinquished Generator,0.145,,,,,17%,
36010,Salvaged Dynamo,0.11,21%,,,,,
36011,Salvaged Diffuser,0.007,,,,3%,,
36012,Non-compliant Harvester,0.523,,33%,,65%,7%,
36013,Polymorphous Diffuser,0.035,,33%,6%,3%,,14%
36014,Anomalous Dynamo,0.238,,,104%,,,
36015,Rescued Regulator,0.25,,33%,,,,
36016,Anomalous Dampener,0.005,,,7%,,,
36017,Polymorphous Bulwark,0.154,,,,39%,,10%
36018,Relinquished Dynamo,0.082,,33%,11%,2%,14%,
36019,Watery Heat Sink,0.095,,,,29%,,
36020,Rescued Energy Field,0.012,,,,2%,,12%
36021,Forsaken Diffuser,0.24,34%,,,,,
36022,Rescued Regulator,0.297,,33%,7%,,17%,47%
36023,Released Diffuser,0.3,,33%,67%,,,
36024,Cursed Energy Field,0.073,,,13%,5%,6%,16%
36025,Anointed Turbine,0,,,,,,10%
36026,Anointed Filter,0.048,,33%,12%,4%,,10%
36027,Anomalous Shield Tanks,0.143,,,,,,38%
36028,Anointed Stabiliser,0.23,,,,,,55%
36029,Aeronic Bulwark,0.01,,,,,,12%
36030,Impossible Dynamo,0.095,,33%,18%,6%,6%,
36031,Cursed Energy Field,0.081,19%,,,8%,,
36032,Released Loom,0.005,,,7%,,,
36033,Crimson Exhaust,0.25,,33%,,,,
36034,Extinguished Energy Field,0.014,,,,5%,,
36035,Polymorphous Load Balancer,0.083,,33%,,10%,6%,12%
36036,Forsaken Stabiliser,0.111,,33%,,11%,6%,15%
36037,Nanite-Marked Filter,0.347,,,38%,59%,,24%
36038,Crimson Heat Sink,0.44,29%,,,68%,,11%
36039,Salvaged Heat Sink,0.016,,,8%,,7%,
36040,Salvaged Heat Sink,0.595,,33%,,,14%,56%
36041,Watery Bulwark,0.122,,,,,,34%
36042,Watery Load Balancer,0.115,,,53%,,,
36043,Salvaged Generator,0.414,,33%,91%,,,
36044,Nanite-Marked Regulator,0.258,,,,39%,9%,18%
36045,Impossible Stasis Tank,0.199,,,,,,49%
36046,Crimson Filter,0.02,,,,,,14%
36047,Cursed Stasis Tank,0.15,33%,,11%,,,16%
36048,Extinguished Filter,0.026,,,16%,,,
36049,Impossible Exhaust,0.321,33%,33%,,,8%,14%
36050,Cursed Regulator,0,,,,,6%,
36051,Impossible Generator,0.158,,,11%,51%,,
36052,Glassy Shield Tanks,0.306,20%,33%,47%,,,
36053,Extinguished Shield Tanks,0,,,5%,,,
36054,Anointed Stasis Tank,0.05,15%,,,,,
36055,Anomalous Harvester,0.054,,,,17%,,
36056,Writhing Generator,0.231,,,21%,67%,,
36057,Forsaken Stabiliser,0.24,,,,72%,,
36058,Polymorphous Load Balancer,0.017,,,,6%,,
36059,Watery Heat Sink,0.082,,,,,,26%
36060,Crimson Exhaust,0.01,11%,,,,,
36061,Released Stasis Tank,0.49,,33%,107%,,,
36062,Nanite-Marked Bulwark,0,,,,,6%,
36063,Haunted Battery,0.172,,,,52%,,
36064,Doomed Capacitor,0.224,,,,,23%,
36065,Glassy Stasis Tank,0.22,32%,,,,,
36066,Aeronic Stasis Tank,0.24,34%,,,,,
36067,Polymorphous Stasis Tank,0.25,,33%,,,,
36068,Crimson Capacitor,0.066,,,,,11%,
36069,Polymorphous Heat Sink,0,,,5%,,,
36070,Anointed Stabiliser,0.122,,,,,,34%
36071,Crimson Shield Tanks,0.219,,,,,,53%
36072,Impossible Capacitor,0.049,,33%,,,7%,
36073,Rescued Dynamo,0.11,21%,,,,,
36074,Non-compliant Dynamo,0.004,,,,2%,,10%
36075,Aeronic Capacitor,0.23,33%,,,,,
36076,Impossible Loom,0.078,,,,24%,,
36077,Anointed Dynamo,0.056,,33%,,6%,6%,12%
36078,Salvaged Battery,0.24,34%,,,,,
36079,Aeronic Energy Field,0.031,,,18%,,,
36080,Non-compliant Diffuser,0.25,,33%,,,,
36081,Impossible Diffuser,0.306,30%,,,,7%,27%
36082,Extinguished Heat Sink,0.11,,33%,,,,20%
36083,Released Harmoniser,0.017,,,,6%,,
36084,Haunted Shield Tanks,0.24,34%,,,,,
36085,Anomalous Energy Field,0.12,22%,,,,,
36086,Doomed Bulwark,0.169,,,,51%,,
36087,Writhing Stasis Tank,0.041,,,22%,,,
36088,Relinquished Shield Tanks,0.254,33%,33%,,7%,6%,
36089,Anomalous Load Balancer,0.179,,,,,,45%
