sep=,
Seed,Name,Perfection,Ship_Launcher_TakeOffCost,Ship_Launcher_AutoCharge
46046,Conscious Lobes,1.0,-20%,Enabled
46047,Timeless Coils,1.0,-20%,Enabled
46048,Impossible Jelly,1.0,-20%,Enabled
46049,Impossible Lobes,1.0,-20%,Enabled
46050,Timeless Brain Node,1.0,-20%,Enabled
46051,Conscious Brain Node,1.0,-20%,Enabled
46052,Timeless Membrane,1.0,-20%,Enabled
46053,Timeless Membrane,1.0,-20%,Enabled
46054,Celestial Membrane,1.0,-20%,Enabled
46055,Celestial Membrane,1.0,-20%,Enabled
46056,Impossible Tendril,1.0,-20%,Enabled
46057,Impossible Jelly,1.0,-20%,Enabled
46058,Timeless Bio-Anomaly,1.0,-20%,Enabled
46059,Imagined Jelly,1.0,-20%,Enabled
46060,Imagined Brain Node,1.0,-20%,Enabled
46061,Timeless Tendril,1.0,-20%,Enabled
46062,Imagined Brain Node,1.0,-20%,Enabled
46063,Conscious Lobes,1.0,-20%,Enabled
46064,Timeless Brain Node,1.0,-20%,Enabled
46065,Impossible Lobes,1.0,-20%,Enabled
46066,Imagined Jelly,1.0,-20%,Enabled
46067,Conscious Tendril,1.0,-20%,Enabled
46068,Conscious Lobes,1.0,-20%,Enabled
46069,Conscious Jelly,1.0,-20%,Enabled
46070,Impossible Lobes,1.0,-20%,Enabled
46071,Conscious Clusters,1.0,-20%,Enabled
46072,Celestial Brain Node,1.0,-20%,Enabled
46073,Celestial Bio-Anomaly,1.0,-20%,Enabled
46074,Conscious Coils,1.0,-20%,Enabled
46075,Conscious Lobes,1.0,-20%,Enabled
46076,Imagined Bio-Anomaly,1.0,-20%,Enabled
46077,Celestial Lobes,1.0,-20%,Enabled
46078,Conscious Nodules,1.0,-20%,Enabled
46079,Timeless Clusters,1.0,-20%,Enabled
46080,Impossible Tendril,1.0,-20%,Enabled
46081,Timeless Brain Node,1.0,-20%,Enabled
46082,Conscious Nodules,1.0,-20%,Enabled
46083,Celestial Tendril,1.0,-20%,Enabled
46084,Conscious Clusters,1.0,-20%,Enabled
46085,Timeless Lobes,1.0,-20%,Enabled
46086,Imagined Bio-Anomaly,1.0,-20%,Enabled
46087,Celestial Brain Node,1.0,-20%,Enabled
46088,Imagined Brain Node,1.0,-20%,Enabled
46089,Impossible Lobes,1.0,-20%,Enabled
46090,Timeless Nodules,1.0,-20%,Enabled
46091,Impossible Brain Node,1.0,-20%,Enabled
46092,Timeless Clusters,1.0,-20%,Enabled
46093,Imagined Coils,1.0,-20%,Enabled
46094,Timeless Bio-Anomaly,1.0,-20%,Enabled
46095,Imagined Brain Node,1.0,-20%,Enabled
46096,Impossible Brain Node,1.0,-20%,Enabled
46097,Celestial Jelly,1.0,-20%,Enabled
46098,Conscious Brain Node,1.0,-20%,Enabled
46099,Celestial Coils,1.0,-20%,Enabled
46100,Celestial Jelly,1.0,-20%,Enabled
46101,Celestial Coils,1.0,-20%,Enabled
46102,Timeless Membrane,1.0,-20%,Enabled
46103,Celestial Bio-Anomaly,1.0,-20%,Enabled
46104,Impossible Jelly,1.0,-20%,Enabled
46105,Imagined Brain Node,1.0,-20%,Enabled
46106,Impossible Brain Node,1.0,-20%,Enabled
46107,Timeless Tendril,1.0,-20%,Enabled
46108,Imagined Nodules,1.0,-20%,Enabled
46109,Celestial Nodules,1.0,-20%,Enabled
46110,Timeless Brain Node,1.0,-20%,Enabled
46111,Conscious Membrane,1.0,-20%,Enabled
46112,Impossible Jelly,1.0,-20%,Enabled
46113,Timeless Brain Node,1.0,-20%,Enabled
46114,Conscious Clusters,1.0,-20%,Enabled
46115,Conscious Coils,1.0,-20%,Enabled
46116,Impossible Coils,1.0,-20%,Enabled
46117,Timeless Tendril,1.0,-20%,Enabled
46118,Celestial Lobes,1.0,-20%,Enabled
46119,Imagined Bio-Anomaly,1.0,-20%,Enabled
46120,Celestial Brain Node,1.0,-20%,Enabled
46121,Impossible Lobes,1.0,-20%,Enabled
46122,Conscious Brain Node,1.0,-20%,Enabled
46123,Impossible Lobes,1.0,-20%,Enabled
46124,Imagined Brain Node,1.0,-20%,Enabled
46125,Conscious Lobes,1.0,-20%,Enabled
46126,Imagined Brain Node,1.0,-20%,Enabled
46127,Celestial Clusters,1.0,-20%,Enabled
46128,Timeless Lobes,1.0,-20%,Enabled
46129,Conscious Lobes,1.0,-20%,Enabled
46130,Conscious Coils,1.0,-20%,Enabled
46131,Impossible Brain Node,1.0,-20%,Enabled
46132,Impossible Coils,1.0,-20%,Enabled
46133,Timeless Coils,1.0,-20%,Enabled
46134,Celestial Bio-Anomaly,1.0,-20%,Enabled
46135,Celestial Bio-Anomaly,1.0,-20%,Enabled
46136,Conscious Brain Node,1.0,-20%,Enabled
46137,Timeless Coils,1.0,-20%,Enabled
46138,Timeless Brain Node,1.0,-20%,Enabled
46139,Timeless Tendril,1.0,-20%,Enabled
46140,Imagined Coils,1.0,-20%,Enabled
46141,Impossible Lobes,1.0,-20%,Enabled
46142,Impossible Bio-Anomaly,1.0,-20%,Enabled
46143,Celestial Nodules,1.0,-20%,Enabled
46144,Conscious Brain Node,1.0,-20%,Enabled
46145,Celestial Tendril,1.0,-20%,Enabled
46146,Celestial Lobes,1.0,-20%,Enabled
46147,Celestial Brain Node,1.0,-20%,Enabled
46148,Conscious Membrane,1.0,-20%,Enabled
46149,Timeless Membrane,1.0,-20%,Enabled
46150,Impossible Brain Node,1.0,-20%,Enabled
46151,Impossible Lobes,1.0,-20%,Enabled
46152,Timeless Nodules,1.0,-20%,Enabled
46153,Impossible Lobes,1.0,-20%,Enabled
46154,Impossible Lobes,1.0,-20%,Enabled
46155,Celestial Brain Node,1.0,-20%,Enabled
46156,Conscious Tendril,1.0,-20%,Enabled
46157,Celestial Membrane,1.0,-20%,Enabled
46158,Imagined Clusters,1.0,-20%,Enabled
46159,Impossible Membrane,1.0,-20%,Enabled
46160,Celestial Jelly,1.0,-20%,Enabled
46161,Impossible Brain Node,1.0,-20%,Enabled
46162,Imagined Jelly,1.0,-20%,Enabled
46163,Timeless Coils,1.0,-20%,Enabled
46164,Impossible Membrane,1.0,-20%,Enabled
46165,Conscious Nodules,1.0,-20%,Enabled
46166,Imagined Nodules,1.0,-20%,Enabled
46167,Conscious Jelly,1.0,-20%,Enabled
46168,Timeless Nodules,1.0,-20%,Enabled
46169,Conscious Lobes,1.0,-20%,Enabled
46170,Timeless Brain Node,1.0,-20%,Enabled
46171,Celestial Lobes,1.0,-20%,Enabled
46172,Conscious Lobes,1.0,-20%,Enabled
46173,Imagined Membrane,1.0,-20%,Enabled
46174,Conscious Bio-Anomaly,1.0,-20%,Enabled
46175,Conscious Bio-Anomaly,1.0,-20%,Enabled
46176,Imagined Coils,1.0,-20%,Enabled
46177,Impossible Nodules,1.0,-20%,Enabled
46178,Imagined Brain Node,1.0,-20%,Enabled
46179,Imagined Clusters,1.0,-20%,Enabled
46180,Celestial Tendril,1.0,-20%,Enabled
46181,Conscious Membrane,1.0,-20%,Enabled
46182,Celestial Lobes,1.0,-20%,Enabled
46183,Timeless Bio-Anomaly,1.0,-20%,Enabled
46184,Impossible Lobes,1.0,-20%,Enabled
46185,Imagined Coils,1.0,-20%,Enabled
46186,Timeless Coils,1.0,-20%,Enabled
46187,Conscious Jelly,1.0,-20%,Enabled
46188,Impossible Tendril,1.0,-20%,Enabled
46189,Conscious Clusters,1.0,-20%,Enabled
46190,Timeless Nodules,1.0,-20%,Enabled
46191,Celestial Tendril,1.0,-20%,Enabled
46192,Imagined Nodules,1.0,-20%,Enabled
46193,Impossible Nodules,1.0,-20%,Enabled
46194,Impossible Jelly,1.0,-20%,Enabled
46195,Conscious Brain Node,1.0,-20%,Enabled
46196,Imagined Tendril,1.0,-20%,Enabled
46197,Celestial Brain Node,1.0,-20%,Enabled
46198,Conscious Bio-Anomaly,1.0,-20%,Enabled
46199,Celestial Lobes,1.0,-20%,Enabled
46200,Conscious Membrane,1.0,-20%,Enabled
46201,Imagined Brain Node,1.0,-20%,Enabled
46202,Conscious Coils,1.0,-20%,Enabled
46203,Conscious Brain Node,1.0,-20%,Enabled
46204,Impossible Jelly,1.0,-20%,Enabled
46205,Celestial Clusters,1.0,-20%,Enabled
46206,Impossible Tendril,1.0,-20%,Enabled
46207,Timeless Tendril,1.0,-20%,Enabled
46208,Conscious Brain Node,1.0,-20%,Enabled
46209,Imagined Lobes,1.0,-20%,Enabled
46210,Celestial Nodules,1.0,-20%,Enabled
46211,Celestial Membrane,1.0,-20%,Enabled
46212,Imagined Clusters,1.0,-20%,Enabled
46213,Impossible Brain Node,1.0,-20%,Enabled
46214,Celestial Coils,1.0,-20%,Enabled
46215,Conscious Membrane,1.0,-20%,Enabled
46216,Timeless Nodules,1.0,-20%,Enabled
46217,Imagined Coils,1.0,-20%,Enabled
46218,Celestial Jelly,1.0,-20%,Enabled
46219,Imagined Lobes,1.0,-20%,Enabled
46220,Conscious Clusters,1.0,-20%,Enabled
46221,Celestial Coils,1.0,-20%,Enabled
46222,Timeless Clusters,1.0,-20%,Enabled
46223,Timeless Clusters,1.0,-20%,Enabled
46224,Conscious Jelly,1.0,-20%,Enabled
46225,Impossible Brain Node,1.0,-20%,Enabled
46226,Imagined Membrane,1.0,-20%,Enabled
46227,Imagined Bio-Anomaly,1.0,-20%,Enabled
46228,Impossible Nodules,1.0,-20%,Enabled
46229,Imagined Lobes,1.0,-20%,Enabled
46230,Celestial Nodules,1.0,-20%,Enabled
46231,Celestial Membrane,1.0,-20%,Enabled
46232,Timeless Coils,1.0,-20%,Enabled
46233,Impossible Bio-Anomaly,1.0,-20%,Enabled
46234,Timeless Lobes,1.0,-20%,Enabled
46235,Celestial Membrane,1.0,-20%,Enabled
46236,Conscious Lobes,1.0,-20%,Enabled
46237,Conscious Coils,1.0,-20%,Enabled
46238,Celestial Brain Node,1.0,-20%,Enabled
46239,Impossible Brain Node,1.0,-20%,Enabled
46240,Conscious Nodules,1.0,-20%,Enabled
46241,Conscious Membrane,1.0,-20%,Enabled
46242,Conscious Bio-Anomaly,1.0,-20%,Enabled
46243,Timeless Nodules,1.0,-20%,Enabled
46244,Impossible Membrane,1.0,-20%,Enabled
46245,Conscious Brain Node,1.0,-20%,Enabled
46246,Imagined Jelly,1.0,-20%,Enabled
46247,Imagined Tendril,1.0,-20%,Enabled
46248,Conscious Brain Node,1.0,-20%,Enabled
46249,Impossible Brain Node,1.0,-20%,Enabled
46250,Celestial Membrane,1.0,-20%,Enabled
46251,Impossible Clusters,1.0,-20%,Enabled
46252,Timeless Coils,1.0,-20%,Enabled
46253,Conscious Brain Node,1.0,-20%,Enabled
46254,Timeless Coils,1.0,-20%,Enabled
46255,Timeless Membrane,1.0,-20%,Enabled
46256,Impossible Coils,1.0,-20%,Enabled
46257,Imagined Brain Node,1.0,-20%,Enabled
46258,Conscious Nodules,1.0,-20%,Enabled
46259,Celestial Jelly,1.0,-20%,Enabled
46260,Timeless Brain Node,1.0,-20%,Enabled
46261,Impossible Clusters,1.0,-20%,Enabled
46262,Celestial Membrane,1.0,-20%,Enabled
46263,Impossible Brain Node,1.0,-20%,Enabled
46264,Conscious Clusters,1.0,-20%,Enabled
46265,Celestial Brain Node,1.0,-20%,Enabled
46266,Imagined Membrane,1.0,-20%,Enabled
46267,Conscious Brain Node,1.0,-20%,Enabled
46268,Celestial Bio-Anomaly,1.0,-20%,Enabled
46269,Imagined Clusters,1.0,-20%,Enabled
46270,Celestial Membrane,1.0,-20%,Enabled
46271,Celestial Brain Node,1.0,-20%,Enabled
46272,Conscious Bio-Anomaly,1.0,-20%,Enabled
46273,Conscious Membrane,1.0,-20%,Enabled
46274,Impossible Jelly,1.0,-20%,Enabled
46275,Conscious Bio-Anomaly,1.0,-20%,Enabled
46276,Imagined Tendril,1.0,-20%,Enabled
46277,Celestial Tendril,1.0,-20%,Enabled
46278,Impossible Coils,1.0,-20%,Enabled
46279,Celestial Membrane,1.0,-20%,Enabled
46280,Conscious Lobes,1.0,-20%,Enabled
46281,Conscious Nodules,1.0,-20%,Enabled
46282,Celestial Brain Node,1.0,-20%,Enabled
46283,Impossible Jelly,1.0,-20%,Enabled
46284,Impossible Tendril,1.0,-20%,Enabled
46285,Celestial Clusters,1.0,-20%,Enabled
46286,Timeless Bio-Anomaly,1.0,-20%,Enabled
46287,Impossible Tendril,1.0,-20%,Enabled
46288,Imagined Clusters,1.0,-20%,Enabled
46289,Celestial Jelly,1.0,-20%,Enabled
46290,Timeless Clusters,1.0,-20%,Enabled
46291,Impossible Brain Node,1.0,-20%,Enabled
46292,Conscious Jelly,1.0,-20%,Enabled
46293,Impossible Clusters,1.0,-20%,Enabled
46294,Timeless Jelly,1.0,-20%,Enabled
46295,Impossible Brain Node,1.0,-20%,Enabled
46296,Impossible Brain Node,1.0,-20%,Enabled
46297,Timeless Nodules,1.0,-20%,Enabled
46298,Impossible Nodules,1.0,-20%,Enabled
46299,Conscious Coils,1.0,-20%,Enabled
46300,Imagined Bio-Anomaly,1.0,-20%,Enabled
46301,Timeless Nodules,1.0,-20%,Enabled
46302,Imagined Clusters,1.0,-20%,Enabled
46303,Celestial Nodules,1.0,-20%,Enabled
46304,Timeless Lobes,1.0,-20%,Enabled
46305,Timeless Lobes,1.0,-20%,Enabled
46306,Conscious Bio-Anomaly,1.0,-20%,Enabled
46307,Celestial Bio-Anomaly,1.0,-20%,Enabled
46308,Celestial Brain Node,1.0,-20%,Enabled
46309,Impossible Brain Node,1.0,-20%,Enabled
46310,Celestial Nodules,1.0,-20%,Enabled
46311,Imagined Lobes,1.0,-20%,Enabled
46312,Celestial Lobes,1.0,-20%,Enabled
46313,Celestial Coils,1.0,-20%,Enabled
46314,Conscious Brain Node,1.0,-20%,Enabled
46315,Imagined Lobes,1.0,-20%,Enabled
46316,Conscious Clusters,1.0,-20%,Enabled
46317,Impossible Clusters,1.0,-20%,Enabled
46318,Timeless Lobes,1.0,-20%,Enabled
46319,Celestial Tendril,1.0,-20%,Enabled
46320,Celestial Bio-Anomaly,1.0,-20%,Enabled
46321,Celestial Coils,1.0,-20%,Enabled
46322,Timeless Tendril,1.0,-20%,Enabled
46323,Celestial Brain Node,1.0,-20%,Enabled
46324,Conscious Brain Node,1.0,-20%,Enabled
46325,Imagined Membrane,1.0,-20%,Enabled
46326,Impossible Membrane,1.0,-20%,Enabled
46327,Conscious Lobes,1.0,-20%,Enabled
46328,Conscious Tendril,1.0,-20%,Enabled
46329,Conscious Brain Node,1.0,-20%,Enabled
46330,Timeless Nodules,1.0,-20%,Enabled
46331,Celestial Lobes,1.0,-20%,Enabled
46332,Celestial Brain Node,1.0,-20%,Enabled
46333,Conscious Coils,1.0,-20%,Enabled
46334,Impossible Brain Node,1.0,-20%,Enabled
46335,Timeless Nodules,1.0,-20%,Enabled
46336,Imagined Clusters,1.0,-20%,Enabled
46337,Conscious Coils,1.0,-20%,Enabled
46338,Conscious Brain Node,1.0,-20%,Enabled
46339,Impossible Clusters,1.0,-20%,Enabled
46340,Celestial Clusters,1.0,-20%,Enabled
46341,Imagined Lobes,1.0,-20%,Enabled
46342,Imagined Nodules,1.0,-20%,Enabled
46343,Celestial Brain Node,1.0,-20%,Enabled
46344,Timeless Lobes,1.0,-20%,Enabled
46345,Celestial Clusters,1.0,-20%,Enabled
46346,Celestial Clusters,1.0,-20%,Enabled
46347,Impossible Membrane,1.0,-20%,Enabled
46348,Conscious Brain Node,1.0,-20%,Enabled
46349,Conscious Jelly,1.0,-20%,Enabled
46350,Imagined Clusters,1.0,-20%,Enabled
46351,Conscious Brain Node,1.0,-20%,Enabled
46352,Imagined Nodules,1.0,-20%,Enabled
46353,Impossible Lobes,1.0,-20%,Enabled
46354,Conscious Coils,1.0,-20%,Enabled
46355,Impossible Tendril,1.0,-20%,Enabled
46356,Celestial Tendril,1.0,-20%,Enabled
46357,Impossible Bio-Anomaly,1.0,-20%,Enabled
46358,Celestial Tendril,1.0,-20%,Enabled
46359,Celestial Membrane,1.0,-20%,Enabled
46360,Imagined Nodules,1.0,-20%,Enabled
46361,Timeless Jelly,1.0,-20%,Enabled
46362,Celestial Membrane,1.0,-20%,Enabled
46363,Impossible Tendril,1.0,-20%,Enabled
46364,Conscious Nodules,1.0,-20%,Enabled
46365,Impossible Brain Node,1.0,-20%,Enabled
46366,Timeless Bio-Anomaly,1.0,-20%,Enabled
46367,Conscious Clusters,1.0,-20%,Enabled
46368,Impossible Membrane,1.0,-20%,Enabled
46369,Celestial Brain Node,1.0,-20%,Enabled
46370,Timeless Tendril,1.0,-20%,Enabled
46371,Impossible Jelly,1.0,-20%,Enabled
46372,Imagined Jelly,1.0,-20%,Enabled
46373,Impossible Nodules,1.0,-20%,Enabled
46374,Celestial Tendril,1.0,-20%,Enabled
46375,Impossible Coils,1.0,-20%,Enabled
46376,Imagined Lobes,1.0,-20%,Enabled
46377,Timeless Jelly,1.0,-20%,Enabled
46378,Celestial Brain Node,1.0,-20%,Enabled
46379,Timeless Brain Node,1.0,-20%,Enabled
46380,Celestial Nodules,1.0,-20%,Enabled
46381,Timeless Membrane,1.0,-20%,Enabled
46382,Celestial Membrane,1.0,-20%,Enabled
46383,Conscious Brain Node,1.0,-20%,Enabled
46384,Timeless Tendril,1.0,-20%,Enabled
46385,Celestial Brain Node,1.0,-20%,Enabled
46386,Timeless Nodules,1.0,-20%,Enabled
46387,Imagined Bio-Anomaly,1.0,-20%,Enabled
46388,Celestial Lobes,1.0,-20%,Enabled
46389,Celestial Bio-Anomaly,1.0,-20%,Enabled
46390,Impossible Membrane,1.0,-20%,Enabled
46391,Timeless Clusters,1.0,-20%,Enabled
46392,Impossible Jelly,1.0,-20%,Enabled
46393,Celestial Bio-Anomaly,1.0,-20%,Enabled
46394,Timeless Brain Node,1.0,-20%,Enabled
46395,Celestial Coils,1.0,-20%,Enabled
46396,Celestial Nodules,1.0,-20%,Enabled
46397,Timeless Membrane,1.0,-20%,Enabled
46398,Celestial Clusters,1.0,-20%,Enabled
46399,Conscious Nodules,1.0,-20%,Enabled
46400,Imagined Lobes,1.0,-20%,Enabled
46401,Imagined Coils,1.0,-20%,Enabled
46402,Timeless Tendril,1.0,-20%,Enabled
46403,Imagined Bio-Anomaly,1.0,-20%,Enabled
46404,Imagined Brain Node,1.0,-20%,Enabled
46405,Conscious Lobes,1.0,-20%,Enabled
46406,Celestial Brain Node,1.0,-20%,Enabled
46407,Celestial Bio-Anomaly,1.0,-20%,Enabled
46408,Impossible Coils,1.0,-20%,Enabled
46409,Imagined Brain Node,1.0,-20%,Enabled
46410,Impossible Jelly,1.0,-20%,Enabled
46411,Timeless Lobes,1.0,-20%,Enabled
46412,Imagined Tendril,1.0,-20%,Enabled
46413,Celestial Brain Node,1.0,-20%,Enabled
46414,Celestial Tendril,1.0,-20%,Enabled
46415,Timeless Tendril,1.0,-20%,Enabled
46416,Impossible Brain Node,1.0,-20%,Enabled
46417,Celestial Bio-Anomaly,1.0,-20%,Enabled
46418,Timeless Lobes,1.0,-20%,Enabled
46419,Impossible Bio-Anomaly,1.0,-20%,Enabled
46420,Conscious Bio-Anomaly,1.0,-20%,Enabled
46421,Imagined Bio-Anomaly,1.0,-20%,Enabled
46422,Imagined Nodules,1.0,-20%,Enabled
46423,Conscious Jelly,1.0,-20%,Enabled
46424,Impossible Nodules,1.0,-20%,Enabled
46425,Conscious Membrane,1.0,-20%,Enabled
46426,Conscious Jelly,1.0,-20%,Enabled
46427,Timeless Jelly,1.0,-20%,Enabled
46428,Imagined Coils,1.0,-20%,Enabled
46429,Conscious Clusters,1.0,-20%,Enabled
46430,Timeless Nodules,1.0,-20%,Enabled
46431,Imagined Nodules,1.0,-20%,Enabled
46432,Imagined Membrane,1.0,-20%,Enabled
46433,Impossible Clusters,1.0,-20%,Enabled
46434,Timeless Nodules,1.0,-20%,Enabled
46435,Conscious Clusters,1.0,-20%,Enabled
46436,Timeless Brain Node,1.0,-20%,Enabled
46437,Celestial Jelly,1.0,-20%,Enabled
46438,Impossible Bio-Anomaly,1.0,-20%,Enabled
46439,Imagined Membrane,1.0,-20%,Enabled
46440,Impossible Jelly,1.0,-20%,Enabled
46441,Celestial Brain Node,1.0,-20%,Enabled
46442,Impossible Jelly,1.0,-20%,Enabled
46443,Celestial Coils,1.0,-20%,Enabled
46444,Conscious Membrane,1.0,-20%,Enabled
46445,Conscious Clusters,1.0,-20%,Enabled
46446,Imagined Tendril,1.0,-20%,Enabled
46447,Imagined Bio-Anomaly,1.0,-20%,Enabled
46448,Impossible Jelly,1.0,-20%,Enabled
46449,Timeless Lobes,1.0,-20%,Enabled
46450,Timeless Clusters,1.0,-20%,Enabled
46451,Celestial Brain Node,1.0,-20%,Enabled
46452,Celestial Brain Node,1.0,-20%,Enabled
46453,Timeless Lobes,1.0,-20%,Enabled
46454,Impossible Lobes,1.0,-20%,Enabled
46455,Celestial Nodules,1.0,-20%,Enabled
46456,Celestial Brain Node,1.0,-20%,Enabled
46457,Celestial Membrane,1.0,-20%,Enabled
46458,Conscious Jelly,1.0,-20%,Enabled
46459,Timeless Jelly,1.0,-20%,Enabled
46460,Celestial Bio-Anomaly,1.0,-20%,Enabled
46461,Conscious Clusters,1.0,-20%,Enabled
46462,Celestial Membrane,1.0,-20%,Enabled
46463,Timeless Clusters,1.0,-20%,Enabled
46464,Celestial Bio-Anomaly,1.0,-20%,Enabled
46465,Timeless Brain Node,1.0,-20%,Enabled
46466,Conscious Coils,1.0,-20%,Enabled
46467,Conscious Lobes,1.0,-20%,Enabled
46468,Celestial Membrane,1.0,-20%,Enabled
46469,Conscious Brain Node,1.0,-20%,Enabled
46470,Celestial Jelly,1.0,-20%,Enabled
46471,Timeless Jelly,1.0,-20%,Enabled
46472,Celestial Membrane,1.0,-20%,Enabled
46473,Impossible Bio-Anomaly,1.0,-20%,Enabled
46474,Timeless Clusters,1.0,-20%,Enabled
46475,Imagined Brain Node,1.0,-20%,Enabled
46476,Conscious Tendril,1.0,-20%,Enabled
46477,Impossible Jelly,1.0,-20%,Enabled
46478,Timeless Bio-Anomaly,1.0,-20%,Enabled
46479,Timeless Brain Node,1.0,-20%,Enabled
46480,Imagined Nodules,1.0,-20%,Enabled
46481,Celestial Coils,1.0,-20%,Enabled
46482,Celestial Lobes,1.0,-20%,Enabled
46483,Imagined Bio-Anomaly,1.0,-20%,Enabled
46484,Celestial Bio-Anomaly,1.0,-20%,Enabled
46485,Celestial Tendril,1.0,-20%,Enabled
46486,Timeless Jelly,1.0,-20%,Enabled
46487,Celestial Brain Node,1.0,-20%,Enabled
46488,Conscious Bio-Anomaly,1.0,-20%,Enabled
46489,Impossible Lobes,1.0,-20%,Enabled
46490,Conscious Lobes,1.0,-20%,Enabled
46491,Imagined Coils,1.0,-20%,Enabled
46492,Celestial Bio-Anomaly,1.0,-20%,Enabled
46493,Conscious Brain Node,1.0,-20%,Enabled
46494,Celestial Nodules,1.0,-20%,Enabled
46495,Impossible Brain Node,1.0,-20%,Enabled
46496,Celestial Membrane,1.0,-20%,Enabled
46497,Celestial Tendril,1.0,-20%,Enabled
46498,Imagined Coils,1.0,-20%,Enabled
46499,Conscious Coils,1.0,-20%,Enabled
46500,Conscious Clusters,1.0,-20%,Enabled
46501,Celestial Clusters,1.0,-20%,Enabled
46502,Imagined Lobes,1.0,-20%,Enabled
46503,Conscious Brain Node,1.0,-20%,Enabled
46504,Impossible Brain Node,1.0,-20%,Enabled
46505,Imagined Clusters,1.0,-20%,Enabled
46506,Timeless Brain Node,1.0,-20%,Enabled
46507,Celestial Tendril,1.0,-20%,Enabled
46508,Timeless Lobes,1.0,-20%,Enabled
46509,Imagined Brain Node,1.0,-20%,Enabled
46510,Timeless Jelly,1.0,-20%,Enabled
46511,Timeless Coils,1.0,-20%,Enabled
46512,Conscious Membrane,1.0,-20%,Enabled
46513,Timeless Lobes,1.0,-20%,Enabled
46514,Celestial Brain Node,1.0,-20%,Enabled
46515,Timeless Tendril,1.0,-20%,Enabled
46516,Timeless Clusters,1.0,-20%,Enabled
46517,Timeless Brain Node,1.0,-20%,Enabled
46518,Timeless Nodules,1.0,-20%,Enabled
46519,Impossible Brain Node,1.0,-20%,Enabled
46520,Celestial Membrane,1.0,-20%,Enabled
46521,Imagined Nodules,1.0,-20%,Enabled
46522,Conscious Lobes,1.0,-20%,Enabled
46523,Conscious Coils,1.0,-20%,Enabled
46524,Conscious Lobes,1.0,-20%,Enabled
46525,Impossible Bio-Anomaly,1.0,-20%,Enabled
46526,Celestial Brain Node,1.0,-20%,Enabled
46527,Timeless Lobes,1.0,-20%,Enabled
46528,Timeless Lobes,1.0,-20%,Enabled
46529,Impossible Brain Node,1.0,-20%,Enabled
46530,Impossible Lobes,1.0,-20%,Enabled
46531,Timeless Lobes,1.0,-20%,Enabled
46532,Imagined Bio-Anomaly,1.0,-20%,Enabled
46533,Conscious Brain Node,1.0,-20%,Enabled
46534,Imagined Bio-Anomaly,1.0,-20%,Enabled
46535,Impossible Jelly,1.0,-20%,Enabled
46536,Conscious Lobes,1.0,-20%,Enabled
46537,Imagined Nodules,1.0,-20%,Enabled
46538,Imagined Lobes,1.0,-20%,Enabled
46539,Timeless Membrane,1.0,-20%,Enabled
46540,Imagined Membrane,1.0,-20%,Enabled
46541,Timeless Brain Node,1.0,-20%,Enabled
46542,Impossible Jelly,1.0,-20%,Enabled
46543,Timeless Lobes,1.0,-20%,Enabled
46544,Impossible Tendril,1.0,-20%,Enabled
46545,Timeless Brain Node,1.0,-20%,Enabled
46546,Imagined Nodules,1.0,-20%,Enabled
46547,Imagined Jelly,1.0,-20%,Enabled
46548,Conscious Coils,1.0,-20%,Enabled
46549,Celestial Clusters,1.0,-20%,Enabled
46550,Celestial Clusters,1.0,-20%,Enabled
46551,Timeless Tendril,1.0,-20%,Enabled
46552,Conscious Clusters,1.0,-20%,Enabled
46553,Conscious Brain Node,1.0,-20%,Enabled
46554,Timeless Lobes,1.0,-20%,Enabled
46555,Celestial Membrane,1.0,-20%,Enabled
46556,Timeless Brain Node,1.0,-20%,Enabled
46557,Imagined Membrane,1.0,-20%,Enabled
46558,Impossible Bio-Anomaly,1.0,-20%,Enabled
46559,Impossible Brain Node,1.0,-20%,Enabled
46560,Celestial Jelly,1.0,-20%,Enabled
46561,Timeless Bio-Anomaly,1.0,-20%,Enabled
46562,Conscious Nodules,1.0,-20%,Enabled
46563,Celestial Clusters,1.0,-20%,Enabled
46564,Timeless Clusters,1.0,-20%,Enabled
46565,Conscious Brain Node,1.0,-20%,Enabled
46566,Imagined Membrane,1.0,-20%,Enabled
46567,Timeless Nodules,1.0,-20%,Enabled
46568,Celestial Clusters,1.0,-20%,Enabled
46569,Celestial Tendril,1.0,-20%,Enabled
46570,Imagined Jelly,1.0,-20%,Enabled
46571,Timeless Tendril,1.0,-20%,Enabled
46572,Imagined Bio-Anomaly,1.0,-20%,Enabled
46573,Timeless Jelly,1.0,-20%,Enabled
46574,Impossible Tendril,1.0,-20%,Enabled
46575,Imagined Nodules,1.0,-20%,Enabled
46576,Imagined Coils,1.0,-20%,Enabled
46577,Impossible Brain Node,1.0,-20%,Enabled
46578,Timeless Brain Node,1.0,-20%,Enabled
46579,Imagined Coils,1.0,-20%,Enabled
46580,Imagined Clusters,1.0,-20%,Enabled
46581,Conscious Brain Node,1.0,-20%,Enabled
46582,Celestial Brain Node,1.0,-20%,Enabled
46583,Imagined Clusters,1.0,-20%,Enabled
46584,Conscious Tendril,1.0,-20%,Enabled
46585,Timeless Tendril,1.0,-20%,Enabled
46586,Imagined Lobes,1.0,-20%,Enabled
46587,Conscious Brain Node,1.0,-20%,Enabled
46588,Timeless Brain Node,1.0,-20%,Enabled
46589,Celestial Coils,1.0,-20%,Enabled
